name,path,size,file_or_dir
.git,C:\Users\georg\first_project,28809913,directory
.idea,C:\Users\georg\first_project,13994,directory
venv,C:\Users\georg\first_project,83757863,directory
README.md,C:\Users\georg\first_project,80,file
requirements.txt,C:\Users\georg\first_project,94,file
hooks,C:\Users\georg\first_project\.git,23513,directory
info,C:\Users\georg\first_project\.git,240,directory
logs,C:\Users\georg\first_project\.git,7616,directory
objects,C:\Users\georg\first_project\.git,28351356,directory
refs,C:\Users\georg\first_project\.git,82,directory
COMMIT_EDITMSG,C:\Users\georg\first_project\.git,28,file
config,C:\Users\georg\first_project\.git,309,file
description,C:\Users\georg\first_project\.git,73,file
FETCH_HEAD,C:\Users\georg\first_project\.git,104,file
HEAD,C:\Users\georg\first_project\.git,23,file
index,C:\Users\georg\first_project\.git,426528,file
ORIG_HEAD,C:\Users\georg\first_project\.git,41,file
applypatch-msg.sample,C:\Users\georg\first_project\.git\hooks,478,file
commit-msg.sample,C:\Users\georg\first_project\.git\hooks,896,file
fsmonitor-watchman.sample,C:\Users\georg\first_project\.git\hooks,4726,file
post-update.sample,C:\Users\georg\first_project\.git\hooks,189,file
pre-applypatch.sample,C:\Users\georg\first_project\.git\hooks,424,file
pre-commit.sample,C:\Users\georg\first_project\.git\hooks,1643,file
pre-merge-commit.sample,C:\Users\georg\first_project\.git\hooks,416,file
pre-push.sample,C:\Users\georg\first_project\.git\hooks,1374,file
pre-rebase.sample,C:\Users\georg\first_project\.git\hooks,4898,file
pre-receive.sample,C:\Users\georg\first_project\.git\hooks,544,file
prepare-commit-msg.sample,C:\Users\georg\first_project\.git\hooks,1492,file
push-to-checkout.sample,C:\Users\georg\first_project\.git\hooks,2783,file
update.sample,C:\Users\georg\first_project\.git\hooks,3650,file
exclude,C:\Users\georg\first_project\.git\info,240,file
refs,C:\Users\georg\first_project\.git\logs,4694,directory
HEAD,C:\Users\georg\first_project\.git\logs,2922,file
heads,C:\Users\georg\first_project\.git\logs\refs,2922,directory
remotes,C:\Users\georg\first_project\.git\logs\refs,1772,directory
master,C:\Users\georg\first_project\.git\logs\refs\heads,2922,file
origin,C:\Users\georg\first_project\.git\logs\refs\remotes,1772,directory
master,C:\Users\georg\first_project\.git\logs\refs\remotes\origin,1772,file
00,C:\Users\georg\first_project\.git\objects,46254,directory
01,C:\Users\georg\first_project\.git\objects,28583,directory
02,C:\Users\georg\first_project\.git\objects,121139,directory
03,C:\Users\georg\first_project\.git\objects,86740,directory
04,C:\Users\georg\first_project\.git\objects,20663,directory
05,C:\Users\georg\first_project\.git\objects,35660,directory
06,C:\Users\georg\first_project\.git\objects,46440,directory
07,C:\Users\georg\first_project\.git\objects,61589,directory
08,C:\Users\georg\first_project\.git\objects,66869,directory
09,C:\Users\georg\first_project\.git\objects,67819,directory
0a,C:\Users\georg\first_project\.git\objects,121085,directory
0b,C:\Users\georg\first_project\.git\objects,28740,directory
0c,C:\Users\georg\first_project\.git\objects,40820,directory
0d,C:\Users\georg\first_project\.git\objects,64295,directory
0e,C:\Users\georg\first_project\.git\objects,27855,directory
0f,C:\Users\georg\first_project\.git\objects,35527,directory
10,C:\Users\georg\first_project\.git\objects,67347,directory
11,C:\Users\georg\first_project\.git\objects,23817,directory
12,C:\Users\georg\first_project\.git\objects,25257,directory
13,C:\Users\georg\first_project\.git\objects,36608,directory
14,C:\Users\georg\first_project\.git\objects,85834,directory
15,C:\Users\georg\first_project\.git\objects,44204,directory
16,C:\Users\georg\first_project\.git\objects,44420,directory
17,C:\Users\georg\first_project\.git\objects,75285,directory
18,C:\Users\georg\first_project\.git\objects,173522,directory
19,C:\Users\georg\first_project\.git\objects,25478,directory
1a,C:\Users\georg\first_project\.git\objects,59850,directory
1b,C:\Users\georg\first_project\.git\objects,161962,directory
1c,C:\Users\georg\first_project\.git\objects,87402,directory
1d,C:\Users\georg\first_project\.git\objects,102549,directory
1e,C:\Users\georg\first_project\.git\objects,59674,directory
1f,C:\Users\georg\first_project\.git\objects,70824,directory
20,C:\Users\georg\first_project\.git\objects,18837,directory
21,C:\Users\georg\first_project\.git\objects,59784,directory
22,C:\Users\georg\first_project\.git\objects,61111,directory
23,C:\Users\georg\first_project\.git\objects,17175,directory
24,C:\Users\georg\first_project\.git\objects,54560,directory
25,C:\Users\georg\first_project\.git\objects,48681,directory
26,C:\Users\georg\first_project\.git\objects,46561,directory
27,C:\Users\georg\first_project\.git\objects,18559,directory
28,C:\Users\georg\first_project\.git\objects,27203,directory
29,C:\Users\georg\first_project\.git\objects,86757,directory
2a,C:\Users\georg\first_project\.git\objects,50398,directory
2b,C:\Users\georg\first_project\.git\objects,36408,directory
2c,C:\Users\georg\first_project\.git\objects,114833,directory
2d,C:\Users\georg\first_project\.git\objects,43756,directory
2e,C:\Users\georg\first_project\.git\objects,51622,directory
2f,C:\Users\georg\first_project\.git\objects,260803,directory
30,C:\Users\georg\first_project\.git\objects,51304,directory
31,C:\Users\georg\first_project\.git\objects,46231,directory
32,C:\Users\georg\first_project\.git\objects,45609,directory
33,C:\Users\georg\first_project\.git\objects,121621,directory
34,C:\Users\georg\first_project\.git\objects,66028,directory
35,C:\Users\georg\first_project\.git\objects,49816,directory
36,C:\Users\georg\first_project\.git\objects,27388,directory
37,C:\Users\georg\first_project\.git\objects,43157,directory
38,C:\Users\georg\first_project\.git\objects,24867,directory
39,C:\Users\georg\first_project\.git\objects,61868,directory
3a,C:\Users\georg\first_project\.git\objects,21780,directory
3b,C:\Users\georg\first_project\.git\objects,55255,directory
3c,C:\Users\georg\first_project\.git\objects,66695,directory
3d,C:\Users\georg\first_project\.git\objects,50664,directory
3e,C:\Users\georg\first_project\.git\objects,10020,directory
3f,C:\Users\georg\first_project\.git\objects,48547,directory
40,C:\Users\georg\first_project\.git\objects,70670,directory
41,C:\Users\georg\first_project\.git\objects,33655,directory
42,C:\Users\georg\first_project\.git\objects,58910,directory
43,C:\Users\georg\first_project\.git\objects,11351,directory
44,C:\Users\georg\first_project\.git\objects,66867,directory
45,C:\Users\georg\first_project\.git\objects,117349,directory
46,C:\Users\georg\first_project\.git\objects,54479,directory
47,C:\Users\georg\first_project\.git\objects,77644,directory
48,C:\Users\georg\first_project\.git\objects,39214,directory
49,C:\Users\georg\first_project\.git\objects,41721,directory
4a,C:\Users\georg\first_project\.git\objects,57605,directory
4b,C:\Users\georg\first_project\.git\objects,9715,directory
4c,C:\Users\georg\first_project\.git\objects,63824,directory
4d,C:\Users\georg\first_project\.git\objects,21607,directory
4e,C:\Users\georg\first_project\.git\objects,35261,directory
4f,C:\Users\georg\first_project\.git\objects,64509,directory
50,C:\Users\georg\first_project\.git\objects,27837,directory
51,C:\Users\georg\first_project\.git\objects,167914,directory
52,C:\Users\georg\first_project\.git\objects,13992,directory
53,C:\Users\georg\first_project\.git\objects,46602,directory
54,C:\Users\georg\first_project\.git\objects,55168,directory
55,C:\Users\georg\first_project\.git\objects,54507,directory
56,C:\Users\georg\first_project\.git\objects,109128,directory
57,C:\Users\georg\first_project\.git\objects,79942,directory
58,C:\Users\georg\first_project\.git\objects,48625,directory
59,C:\Users\georg\first_project\.git\objects,10859,directory
5a,C:\Users\georg\first_project\.git\objects,29495,directory
5b,C:\Users\georg\first_project\.git\objects,49431,directory
5c,C:\Users\georg\first_project\.git\objects,28090,directory
5d,C:\Users\georg\first_project\.git\objects,99976,directory
5e,C:\Users\georg\first_project\.git\objects,135048,directory
5f,C:\Users\georg\first_project\.git\objects,1212056,directory
60,C:\Users\georg\first_project\.git\objects,32182,directory
61,C:\Users\georg\first_project\.git\objects,30423,directory
62,C:\Users\georg\first_project\.git\objects,11721,directory
63,C:\Users\georg\first_project\.git\objects,46623,directory
64,C:\Users\georg\first_project\.git\objects,92194,directory
65,C:\Users\georg\first_project\.git\objects,46027,directory
66,C:\Users\georg\first_project\.git\objects,57535,directory
67,C:\Users\georg\first_project\.git\objects,111958,directory
68,C:\Users\georg\first_project\.git\objects,34255,directory
69,C:\Users\georg\first_project\.git\objects,174107,directory
6a,C:\Users\georg\first_project\.git\objects,225616,directory
6b,C:\Users\georg\first_project\.git\objects,94590,directory
6c,C:\Users\georg\first_project\.git\objects,37462,directory
6d,C:\Users\georg\first_project\.git\objects,100674,directory
6e,C:\Users\georg\first_project\.git\objects,61684,directory
6f,C:\Users\georg\first_project\.git\objects,156089,directory
70,C:\Users\georg\first_project\.git\objects,35623,directory
71,C:\Users\georg\first_project\.git\objects,50049,directory
72,C:\Users\georg\first_project\.git\objects,19867,directory
73,C:\Users\georg\first_project\.git\objects,46259,directory
74,C:\Users\georg\first_project\.git\objects,60539,directory
75,C:\Users\georg\first_project\.git\objects,64642,directory
76,C:\Users\georg\first_project\.git\objects,38310,directory
77,C:\Users\georg\first_project\.git\objects,63154,directory
78,C:\Users\georg\first_project\.git\objects,86780,directory
79,C:\Users\georg\first_project\.git\objects,43582,directory
7a,C:\Users\georg\first_project\.git\objects,96030,directory
7b,C:\Users\georg\first_project\.git\objects,41436,directory
7c,C:\Users\georg\first_project\.git\objects,50458,directory
7d,C:\Users\georg\first_project\.git\objects,23547,directory
7e,C:\Users\georg\first_project\.git\objects,22706,directory
7f,C:\Users\georg\first_project\.git\objects,118958,directory
80,C:\Users\georg\first_project\.git\objects,142697,directory
81,C:\Users\georg\first_project\.git\objects,53530,directory
82,C:\Users\georg\first_project\.git\objects,108444,directory
83,C:\Users\georg\first_project\.git\objects,36206,directory
84,C:\Users\georg\first_project\.git\objects,143311,directory
85,C:\Users\georg\first_project\.git\objects,106267,directory
86,C:\Users\georg\first_project\.git\objects,43962,directory
87,C:\Users\georg\first_project\.git\objects,49815,directory
88,C:\Users\georg\first_project\.git\objects,401481,directory
89,C:\Users\georg\first_project\.git\objects,14096,directory
8a,C:\Users\georg\first_project\.git\objects,70968,directory
8b,C:\Users\georg\first_project\.git\objects,86004,directory
8c,C:\Users\georg\first_project\.git\objects,20120,directory
8d,C:\Users\georg\first_project\.git\objects,19232,directory
8e,C:\Users\georg\first_project\.git\objects,39528,directory
8f,C:\Users\georg\first_project\.git\objects,140001,directory
90,C:\Users\georg\first_project\.git\objects,63173,directory
91,C:\Users\georg\first_project\.git\objects,19099,directory
92,C:\Users\georg\first_project\.git\objects,49826,directory
93,C:\Users\georg\first_project\.git\objects,75341,directory
94,C:\Users\georg\first_project\.git\objects,16610,directory
95,C:\Users\georg\first_project\.git\objects,73378,directory
96,C:\Users\georg\first_project\.git\objects,47365,directory
97,C:\Users\georg\first_project\.git\objects,42375,directory
98,C:\Users\georg\first_project\.git\objects,29534,directory
99,C:\Users\georg\first_project\.git\objects,52393,directory
9a,C:\Users\georg\first_project\.git\objects,122913,directory
9b,C:\Users\georg\first_project\.git\objects,76583,directory
9c,C:\Users\georg\first_project\.git\objects,17149,directory
9d,C:\Users\georg\first_project\.git\objects,22833,directory
9e,C:\Users\georg\first_project\.git\objects,57072,directory
9f,C:\Users\georg\first_project\.git\objects,153778,directory
a0,C:\Users\georg\first_project\.git\objects,45704,directory
a1,C:\Users\georg\first_project\.git\objects,35959,directory
a2,C:\Users\georg\first_project\.git\objects,16835,directory
a3,C:\Users\georg\first_project\.git\objects,51001,directory
a4,C:\Users\georg\first_project\.git\objects,43618,directory
a5,C:\Users\georg\first_project\.git\objects,69301,directory
a6,C:\Users\georg\first_project\.git\objects,91003,directory
a7,C:\Users\georg\first_project\.git\objects,132687,directory
a8,C:\Users\georg\first_project\.git\objects,32928,directory
a9,C:\Users\georg\first_project\.git\objects,18977,directory
aa,C:\Users\georg\first_project\.git\objects,21314,directory
ab,C:\Users\georg\first_project\.git\objects,82950,directory
ac,C:\Users\georg\first_project\.git\objects,30548,directory
ad,C:\Users\georg\first_project\.git\objects,76033,directory
ae,C:\Users\georg\first_project\.git\objects,30005,directory
af,C:\Users\georg\first_project\.git\objects,41898,directory
b0,C:\Users\georg\first_project\.git\objects,57136,directory
b1,C:\Users\georg\first_project\.git\objects,62765,directory
b2,C:\Users\georg\first_project\.git\objects,44266,directory
b3,C:\Users\georg\first_project\.git\objects,130693,directory
b4,C:\Users\georg\first_project\.git\objects,54305,directory
b5,C:\Users\georg\first_project\.git\objects,37591,directory
b6,C:\Users\georg\first_project\.git\objects,13121,directory
b7,C:\Users\georg\first_project\.git\objects,19790,directory
b8,C:\Users\georg\first_project\.git\objects,71292,directory
b9,C:\Users\georg\first_project\.git\objects,132359,directory
ba,C:\Users\georg\first_project\.git\objects,60610,directory
bb,C:\Users\georg\first_project\.git\objects,23433,directory
bc,C:\Users\georg\first_project\.git\objects,24609,directory
bd,C:\Users\georg\first_project\.git\objects,156473,directory
be,C:\Users\georg\first_project\.git\objects,52618,directory
bf,C:\Users\georg\first_project\.git\objects,19397,directory
c0,C:\Users\georg\first_project\.git\objects,33294,directory
c1,C:\Users\georg\first_project\.git\objects,21042,directory
c2,C:\Users\georg\first_project\.git\objects,59004,directory
c3,C:\Users\georg\first_project\.git\objects,51330,directory
c4,C:\Users\georg\first_project\.git\objects,57204,directory
c5,C:\Users\georg\first_project\.git\objects,18129,directory
c6,C:\Users\georg\first_project\.git\objects,55086,directory
c7,C:\Users\georg\first_project\.git\objects,43585,directory
c8,C:\Users\georg\first_project\.git\objects,43945,directory
c9,C:\Users\georg\first_project\.git\objects,31856,directory
ca,C:\Users\georg\first_project\.git\objects,208602,directory
cb,C:\Users\georg\first_project\.git\objects,39289,directory
cc,C:\Users\georg\first_project\.git\objects,104668,directory
cd,C:\Users\georg\first_project\.git\objects,39066,directory
ce,C:\Users\georg\first_project\.git\objects,10833,directory
cf,C:\Users\georg\first_project\.git\objects,124152,directory
d0,C:\Users\georg\first_project\.git\objects,42402,directory
d1,C:\Users\georg\first_project\.git\objects,36093,directory
d2,C:\Users\georg\first_project\.git\objects,50836,directory
d3,C:\Users\georg\first_project\.git\objects,58694,directory
d4,C:\Users\georg\first_project\.git\objects,16969,directory
d5,C:\Users\georg\first_project\.git\objects,190730,directory
d6,C:\Users\georg\first_project\.git\objects,11306016,directory
d7,C:\Users\georg\first_project\.git\objects,72992,directory
d8,C:\Users\georg\first_project\.git\objects,19004,directory
d9,C:\Users\georg\first_project\.git\objects,18791,directory
da,C:\Users\georg\first_project\.git\objects,381839,directory
db,C:\Users\georg\first_project\.git\objects,27917,directory
dc,C:\Users\georg\first_project\.git\objects,27398,directory
dd,C:\Users\georg\first_project\.git\objects,81172,directory
de,C:\Users\georg\first_project\.git\objects,19537,directory
df,C:\Users\georg\first_project\.git\objects,192294,directory
e0,C:\Users\georg\first_project\.git\objects,105766,directory
e1,C:\Users\georg\first_project\.git\objects,33498,directory
e2,C:\Users\georg\first_project\.git\objects,67258,directory
e3,C:\Users\georg\first_project\.git\objects,25794,directory
e4,C:\Users\georg\first_project\.git\objects,26754,directory
e5,C:\Users\georg\first_project\.git\objects,41563,directory
e6,C:\Users\georg\first_project\.git\objects,79631,directory
e7,C:\Users\georg\first_project\.git\objects,22464,directory
e8,C:\Users\georg\first_project\.git\objects,39771,directory
e9,C:\Users\georg\first_project\.git\objects,14814,directory
ea,C:\Users\georg\first_project\.git\objects,61324,directory
eb,C:\Users\georg\first_project\.git\objects,37463,directory
ec,C:\Users\georg\first_project\.git\objects,50982,directory
ed,C:\Users\georg\first_project\.git\objects,16919,directory
ee,C:\Users\georg\first_project\.git\objects,183681,directory
ef,C:\Users\georg\first_project\.git\objects,53025,directory
f0,C:\Users\georg\first_project\.git\objects,39885,directory
f1,C:\Users\georg\first_project\.git\objects,34887,directory
f2,C:\Users\georg\first_project\.git\objects,52445,directory
f3,C:\Users\georg\first_project\.git\objects,64604,directory
f4,C:\Users\georg\first_project\.git\objects,48436,directory
f5,C:\Users\georg\first_project\.git\objects,32958,directory
f6,C:\Users\georg\first_project\.git\objects,132565,directory
f7,C:\Users\georg\first_project\.git\objects,17135,directory
f8,C:\Users\georg\first_project\.git\objects,207319,directory
f9,C:\Users\georg\first_project\.git\objects,27468,directory
fa,C:\Users\georg\first_project\.git\objects,21253,directory
fb,C:\Users\georg\first_project\.git\objects,18748,directory
fc,C:\Users\georg\first_project\.git\objects,30619,directory
fd,C:\Users\georg\first_project\.git\objects,46570,directory
fe,C:\Users\georg\first_project\.git\objects,24339,directory
ff,C:\Users\georg\first_project\.git\objects,31206,directory
info,C:\Users\georg\first_project\.git\objects,0,directory
pack,C:\Users\georg\first_project\.git\objects,0,directory
159c3a8031d8ccd44b226db42090f97014cd9f,C:\Users\georg\first_project\.git\objects\00,223,file
1b2e265e9bc79bbf71588f8dc7ae6b83e5aedf,C:\Users\georg\first_project\.git\objects\00,186,file
1bcd0fc4bfa26d9eb8a70a1f386204d0a1d107,C:\Users\georg\first_project\.git\objects\00,229,file
3499fa9765d62d2197b01bc7466eb11d1475aa,C:\Users\georg\first_project\.git\objects\00,2585,file
376349e69ad8b9dbf401cddc34055951e4b02e,C:\Users\georg\first_project\.git\objects\00,176,file
44f44526279e4bc7ad0ba482b6beb839f817eb,C:\Users\georg\first_project\.git\objects\00,751,file
5b64acdaca271f44da65b2722b063678527a50,C:\Users\georg\first_project\.git\objects\00,15168,file
7897ad53616328d4fa9eeaa1d6d45e22f5b9b4,C:\Users\georg\first_project\.git\objects\00,1074,file
8f06a79bf598b149bdccb73e572d13331a1631,C:\Users\georg\first_project\.git\objects\00,560,file
937ee621655019b4dd7aa221a480f7f48da922,C:\Users\georg\first_project\.git\objects\00,1721,file
accc0589ba4dcafb62a7e693802d7d013d27a0,C:\Users\georg\first_project\.git\objects\00,4424,file
c630be5092469c01bac86a2a6a1e05515fcc62,C:\Users\georg\first_project\.git\objects\00,7543,file
c9421d3b0362526b8f90dc01e8db73841e0b61,C:\Users\georg\first_project\.git\objects\00,7615,file
d13e7ec27e200120a159dcf0f2d3cd0bc5cb4b,C:\Users\georg\first_project\.git\objects\00,3999,file
20a2ca5fd91f3069bf06b6478f4aa5b712a504,C:\Users\georg\first_project\.git\objects\01,1037,file
314c136acff7171298dc2819db4b50d7eec091,C:\Users\georg\first_project\.git\objects\01,1430,file
5d68027cb328f73bdb3ace2e609e8d1c8094d8,C:\Users\georg\first_project\.git\objects\01,4429,file
8cea4fd5e3c7cd2d481104d8989b90fee5e1f8,C:\Users\georg\first_project\.git\objects\01,2020,file
8d38cdd5003103adec60cbfd844f49ca18c932,C:\Users\georg\first_project\.git\objects\01,241,file
ae7abeb30d7dc0af29fa218ffc1c9b04af5993,C:\Users\georg\first_project\.git\objects\01,4025,file
bbb85b746a500f61ac9d2cdc979c3e2db35958,C:\Users\georg\first_project\.git\objects\01,9778,file
c6cafbe53f1fcb12f7b382b2b35e2fd2c69933,C:\Users\georg\first_project\.git\objects\01,335,file
cd224adbe99e90b25ccd29bcea6540b9628f91,C:\Users\georg\first_project\.git\objects\01,2535,file
ddaaf988347d76d81e7748cd2adb61da77e56e,C:\Users\georg\first_project\.git\objects\01,2698,file
f2fd6c6ba728e6b0cae5365a410c3ae6734e09,C:\Users\georg\first_project\.git\objects\01,55,file
08fdf33b640cd9791359d74673bb90cfb87f96,C:\Users\georg\first_project\.git\objects\02,435,file
0ade6377fb2d0dd7ec22d247fbede23b17c0b8,C:\Users\georg\first_project\.git\objects\02,9716,file
27d6502c88248488c0907223294613623efb56,C:\Users\georg\first_project\.git\objects\02,1964,file
3507344d87b20e480a59aade5e52ace31ac88a,C:\Users\georg\first_project\.git\objects\02,2554,file
39985a606ea03300ff462541cfaabc977f4893,C:\Users\georg\first_project\.git\objects\02,151,file
40b8b7b31b34c66fe63702501e2c01b367d40f,C:\Users\georg\first_project\.git\objects\02,2273,file
8c2d99b57782ed3bb268ce522ede37c1704d98,C:\Users\georg\first_project\.git\objects\02,12749,file
8db4c9b946ead191e3ac8b8155dd23b308ea62,C:\Users\georg\first_project\.git\objects\02,39230,file
8e2fe7b36644c32045b116ff4d1bca1253dbdf,C:\Users\georg\first_project\.git\objects\02,15605,file
9da33297fc4015243b0c60d4ef9b9a4c04f0b5,C:\Users\georg\first_project\.git\objects\02,873,file
ac9dd993b39dbb69a233ed1f0d031f15f84639,C:\Users\georg\first_project\.git\objects\02,266,file
b109ad6fe8fa8591f6ba7243c08c7139d23af4,C:\Users\georg\first_project\.git\objects\02,52,file
b110d8f43d1725b1cf70618fd80a24afc5fef1,C:\Users\georg\first_project\.git\objects\02,21797,file
b9ef2698df757272e9b6d29f6062075e49939d,C:\Users\georg\first_project\.git\objects\02,5133,file
bbf68e7ad3ce14f191af24260312e817e12df7,C:\Users\georg\first_project\.git\objects\02,7362,file
cab328251af9bfa809981aaa44933c407e2cd7,C:\Users\georg\first_project\.git\objects\02,438,file
d1444aa3c7f94cb3be790031f286bacc85c0a6,C:\Users\georg\first_project\.git\objects\02,541,file
00e18b737dae65c95a7400927d22b2f5747147,C:\Users\georg\first_project\.git\objects\03,4409,file
13cd82a5a9b900324abc83596c58769b41f56d,C:\Users\georg\first_project\.git\objects\03,1856,file
3815150b0e45ffb026df8309719c19d871039d,C:\Users\georg\first_project\.git\objects\03,13389,file
400a2c4c26d04916e9b5dfb3e305abbde7b192,C:\Users\georg\first_project\.git\objects\03,639,file
4fc80d20ea4a59d77af6f808dbcfc3b87612c3,C:\Users\georg\first_project\.git\objects\03,4657,file
a00bed21a21e574af9f857ffaade4f910307e7,C:\Users\georg\first_project\.git\objects\03,391,file
a05fd8f9fe49a36007f31e7b7eaaf62b05ccb3,C:\Users\georg\first_project\.git\objects\03,710,file
a28f5e9c2fa24c806f72a3bc929371239f7409,C:\Users\georg\first_project\.git\objects\03,99,file
aac775b53f2dd3153a9f44829e7987258950aa,C:\Users\georg\first_project\.git\objects\03,526,file
ac1c396982c7a617b551c281f2fb2160798b8a,C:\Users\georg\first_project\.git\objects\03,2656,file
bed0aba615e2ef16225b498d4e4a4e24c9282e,C:\Users\georg\first_project\.git\objects\03,39501,file
c66cf7c32c1a6390c330b7a00c15ef3752d7a0,C:\Users\georg\first_project\.git\objects\03,609,file
c6b772dcd52c87bb958329f5acecd0ed8c1092,C:\Users\georg\first_project\.git\objects\03,65,file
ca3e83f74b46c4ffdd407b66e2ab309116f3f1,C:\Users\georg\first_project\.git\objects\03,1065,file
d33508803f5ea8802b6c9a92a6bd01d8733ce9,C:\Users\georg\first_project\.git\objects\03,3671,file
db9a0c12fa44a059916442404535bec6a543eb,C:\Users\georg\first_project\.git\objects\03,8928,file
ed925b246dd551ec2ef45095ed6cad00fd2745,C:\Users\georg\first_project\.git\objects\03,2093,file
fea72dc2bd31bf381a5086057fe24a00bd06d7,C:\Users\georg\first_project\.git\objects\03,1476,file
0f02a9d84f7ecbbce989c528c290b4f1ae3ddc,C:\Users\georg\first_project\.git\objects\04,3694,file
2dac813e74b8187c3754cb9a937c7f7183e331,C:\Users\georg\first_project\.git\objects\04,783,file
31d42d987f48058925b230443a46c7759aa3c4,C:\Users\georg\first_project\.git\objects\04,856,file
4f952f226830b642a2932dd6acc91e59775778,C:\Users\georg\first_project\.git\objects\04,850,file
7311ceead09f88f3f38bf545e99da2188d8bec,C:\Users\georg\first_project\.git\objects\04,968,file
a7da67f77b20ec224874d6b95a116683e30886,C:\Users\georg\first_project\.git\objects\04,2698,file
f2aa22928940bd913b88c03e23e34f0095943a,C:\Users\georg\first_project\.git\objects\04,10487,file
f8c8d6e3b3a186606abe6682da0b6f60c2660d,C:\Users\georg\first_project\.git\objects\04,327,file
12457f48698116a08c717eb64238a2edde6fd8,C:\Users\georg\first_project\.git\objects\05,7099,file
13d286fc606f44a2cc0e8cf9d4577a4c0471ab,C:\Users\georg\first_project\.git\objects\05,294,file
2cc3aa13d71add4dd1dd8076c64da6ef3e01ed,C:\Users\georg\first_project\.git\objects\05,11307,file
329d1cf7cb0e5be2b991f4704380b5c9164898,C:\Users\georg\first_project\.git\objects\05,352,file
63b34727e4be89e15b01fee8ea3c339dd23df4,C:\Users\georg\first_project\.git\objects\05,1064,file
6b2d98d9680c891b7409cceeff07a1d047c545,C:\Users\georg\first_project\.git\objects\05,4896,file
b56bb8e8555e891dd5c8c4397ea868b7021f68,C:\Users\georg\first_project\.git\objects\05,91,file
d9a75e6adfa4145696383748f700f62cd24cdb,C:\Users\georg\first_project\.git\objects\05,9941,file
dcc7c0196b909e712e459f434eced4df12de9a,C:\Users\georg\first_project\.git\objects\05,245,file
eac0b76d8a034ffa25a9af78d12a85d5d99d0f,C:\Users\georg\first_project\.git\objects\05,371,file
3a67751fa17c3bb796013e1fa7bdd22110cc12,C:\Users\georg\first_project\.git\objects\06,50,file
3da700141829a322faf18f1a7502997a688a13,C:\Users\georg\first_project\.git\objects\06,843,file
526203911de55da3c2a8c5ae73f48024c3f018,C:\Users\georg\first_project\.git\objects\06,3156,file
67938e447878c2a60368183fe66e4c73fe7cf0,C:\Users\georg\first_project\.git\objects\06,347,file
6981b3f6dd1d1414b64ed1cffc9d7ed782f4eb,C:\Users\georg\first_project\.git\objects\06,193,file
733d880ce908d4bb0c53ba551a5379c323d839,C:\Users\georg\first_project\.git\objects\06,3633,file
9bbae8ccc1901780dc1e521989ac5ebc742bf1,C:\Users\georg\first_project\.git\objects\06,9770,file
d06cedf77ceea0af238926e576ea5c977fc920,C:\Users\georg\first_project\.git\objects\06,376,file
d0c0abef7bf8778bfc9e644b3df1101a412847,C:\Users\georg\first_project\.git\objects\06,26683,file
e301b0d8b1b7779900fb09a673b6f1bae9a4d8,C:\Users\georg\first_project\.git\objects\06,1389,file
01085b757d22eca9420b9e442dd544dbfbef07,C:\Users\georg\first_project\.git\objects\07,4495,file
1fb312932f3d59c92d03c11d505a78b96c9257,C:\Users\georg\first_project\.git\objects\07,6055,file
282b234df162659a04befecc4f5f77ab278481,C:\Users\georg\first_project\.git\objects\07,137,file
2cd65feafc145d78f5ba9afdb123695b0b4668,C:\Users\georg\first_project\.git\objects\07,5291,file
3993726eb30b48c7e5f9d6eba3299a14829fa3,C:\Users\georg\first_project\.git\objects\07,634,file
424284a9950459a973315efb97866f7d874ef2,C:\Users\georg\first_project\.git\objects\07,13311,file
5150a4b586d668c1666513fbf90463cdbb11ab,C:\Users\georg\first_project\.git\objects\07,2757,file
559c88d880cd486e456cffad21df9337419a92,C:\Users\georg\first_project\.git\objects\07,896,file
68cb12e87a54aa7fc0d10a04d97953eaa8aa41,C:\Users\georg\first_project\.git\objects\07,504,file
6ec074566f62077f8795a1b9c212dd33baf66d,C:\Users\georg\first_project\.git\objects\07,10916,file
74f26081f4ead448adc4ff8dcda6fcf9712387,C:\Users\georg\first_project\.git\objects\07,2812,file
a99012735d4b1161a538c14a6114fccae3a47e,C:\Users\georg\first_project\.git\objects\07,2030,file
bfaadf5327b3a5d57d052c8f3efe0752448850,C:\Users\georg\first_project\.git\objects\07,1012,file
c17d1abedb1e0b238faaa1a11872317b843bdc,C:\Users\georg\first_project\.git\objects\07,4824,file
e2363d00c30f6b14eedc06a2d9e1ff767a2ec8,C:\Users\georg\first_project\.git\objects\07,714,file
e80774606448de09a76c15af39f5a842f187b0,C:\Users\georg\first_project\.git\objects\07,1075,file
f6193b0fd00f3d86a82d800e544bb3755c998e,C:\Users\georg\first_project\.git\objects\07,4126,file
17ae58c2140e912eaf3d61e040050016dede54,C:\Users\georg\first_project\.git\objects\08,642,file
1f3d10c6ae3dfe38e72ecb32ae1aef7eefbfd6,C:\Users\georg\first_project\.git\objects\08,1755,file
29bc36b826baf94aad294d4effbcd734e7b79f,C:\Users\georg\first_project\.git\objects\08,7461,file
2cfd60beb4ba670f6418f7856a247747de4322,C:\Users\georg\first_project\.git\objects\08,1275,file
3970edccc0623aab106e5614d5980accfcde90,C:\Users\georg\first_project\.git\objects\08,15629,file
3cdb2fbc51686ccb4736e5563baff1e6186759,C:\Users\georg\first_project\.git\objects\08,23205,file
